YIELD
======


454	60	38	65	20	16	9
1150	80	26	75	21	20	11
439	62	38	61	19	16	8
1200	72	29	73	21	19	10
428	51	37	65	18	18	9
1206	77	27	78	23	20	12
1241	77	26	77	22	19	12
430	65	39	65	19	16	6
425	60	39	60	18	15	6
1175	77	25	75	22	19	11
400	60	39	60	18	15	6
1230	80	28	80	24	20	12
482	58	37	67	20	18	9
460	55	38	61	20	18	7



CROP
=====

101	17	47	29.49401389	94.72981338	6.185053234	26.30820876	15
98	8	51	26.1793464	86.52258079	6.25933595	49.43050977	21
59	62	49	43.36051537	93.35191636	6.941496806	114.778071	17
44	60	55	34.2804607	90.55561637	6.825371185	98.54047745	17
30	137	200	22.91430043	90.70475565	5.603413172	118.6044645	0
18	19	27	27.75518664	52.34605806	4.772385986	94.11213345	12
35	145	195	22.03911546	94.58075845	6.231950009	110.9804014	0
22	44	24	24.30935081	56.32938343	6.030447288	58.99536268	13
11	46	24	27.65280218	89.80650642	6.459252023	56.52558045	14
3	78	18	20.21368219	68.65257685	6.887130053	50.89732989	10
44	75	22	30.0328403	64.14800537	7.574561547	71.21006868	2
0	19	31	25.51791333	94.38420565	6.271952833	178.7297725	4
16	15	42	19.67832052	89.08935702	6.890784045	108.5468633	19
70	38	35	24.39736241	79.26861738	7.014063944	164.2697011	8
25	12	26	28.56973521	95.67906668	6.436314406	134.8370348	4
